study_area,microenvironment,country,scenario,reported_result,successful_measurements,status
RA2,Train station,Spain,NU,0,0,ok
RA2,Train station,Spain,DL,F,,failed_phone_settings
RA2,Train station,Spain,UL,F,,failed_phone_settings
RA2,Train station,Switzerland,NU,1,1,ok
RA2,Train station,Switzerland,DL,0,0,ok
RA2,Train station,Switzerland,UL,0,0,ok
RA2,Train station,UK,NU,1,1,ok
RA2,Train station,UK,DL,0,0,ok
RA2,Train station,UK,UL,0,0,ok
RA2,Bus,Austria,NU,1,1,ok
RA2,Bus,Austria,DL,F,,failed_phone_settings
RA2,Bus,Austria,UL,F,,failed_phone_settings
RA2,Bus,Belgium,NU,0,0,ok
RA2,Bus,Belgium,DL,0,0,ok
RA2,Bus,Belgium,UL,0,0,ok
RA2,Bus,France,NU,1,1,ok
RA2,Bus,France,DL,1,1,ok
RA2,Bus,France,UL,1,1,ok
RA2,Bus,Hungary,NU,1,1,ok
RA2,Bus,Hungary,DL,1,1,ok
RA2,Bus,Hungary,UL,1,1,ok
RA2,Bus,Italy,NU,1,1,ok
RA2,Bus,Italy,DL,1,1,ok
RA2,Bus,Italy,UL,1,1,ok
RA2,Bus,Netherlands,NU,0,0,ok
RA2,Bus,Netherlands,DL,0,0,ok
RA2,Bus,Netherlands,UL,0,0,ok
RA2,Bus,Poland,NU,0,0,ok
RA2,Bus,Poland,DL,0,0,ok
RA2,Bus,Poland,UL,0,0,ok
RA2,Bus,Spain,NU,0,0,ok
RA2,Bus,Spain,DL,F,,failed_phone_settings
RA2,Bus,Spain,UL,F,,failed_phone_settings
RA2,Bus,Switzerland,NU,0,0,ok
RA2,Bus,Switzerland,DL,0,0,ok
RA2,Bus,Switzerland,UL,0,0,ok
RA2,Bus,UK,NU,0,0,ok
RA2,Bus,UK,DL,1,1,ok
RA2,Bus,UK,UL,2,2,ok
RA2,Train,Austria,NU,0,0,ok
RA2,Train,Austria,DL,F,,failed_phone_settings
RA2,Train,Austria,UL,F,,failed_phone_settings
RA2,Train,Belgium,NU,2,2,ok
RA2,Train,Belgium,DL,1,1,ok
RA2,Train,Belgium,UL,1,1,ok
RA2,Train,France,NU,1,1,ok
RA2,Train,France,DL,1,1,ok
RA2,Train,France,UL,1,1,ok
RA2,Train,Hungary,NU,0,0,ok
RA2,Train,Hungary,DL,0,0,ok
RA2,Train,Hungary,UL,0,0,ok
RA2,Train,Italy,NU,0,0,ok
RA2,Train,Italy,DL,0,0,ok
RA2,Train,Italy,UL,0,0,ok
RA2,Train,Netherlands,NU,0,0,ok
RA2,Train,Netherlands,DL,0,0,ok
RA2,Train,Netherlands,UL,0,0,ok
RA2,Train,Poland,NU,0,0,ok
RA2,Train,Poland,DL,0,0,ok
RA2,Train,Poland,UL,0,0,ok
RA2,Train,Spain,NU,0,0,ok
RA2,Train,Spain,DL,F,,failed_phone_settings
RA2,Train,Spain,UL,F,,failed_phone_settings
RA2,Train,Switzerland,NU,1,1,ok
RA2,Train,Switzerland,DL,1,1,ok
RA2,Train,Switzerland,UL,0,0,ok
RA2,Train,UK,NU,1,1,ok
RA2,Train,UK,DL,1,1,ok
RA2,Train,UK,UL,1,1,ok
RA3,Rural centre,Austria,NU,1,1,ok
RA3,Rural centre,Austria,DL,F,,failed_phone_settings
RA3,Rural centre,Austria,UL,F,,failed_phone_settings
RA3,Rural centre,Belgium,NU,1,1,ok
RA3,Rural centre,Belgium,DL,1,1,ok
RA3,Rural centre,Belgium,UL,1,1,ok
RA3,Rural centre,France,NU,1,1,ok
RA3,Rural centre,France,DL,1,1,ok
RA3,Rural centre,France,UL,1,1,ok
RA3,Rural centre,Hungary,NU,1,1,ok
RA3,Rural centre,Hungary,DL,1,1,ok
RA3,Rural centre,Hungary,UL,1,1,ok
RA3,Rural centre,Italy,NU,1,1,ok
RA3,Rural centre,Italy,DL,1,1,ok
RA3,Rural centre,Italy,UL,1,1,ok
RA3,Rural centre,Netherlands,NU,3ǂ,,not_reported
RA3,Rural centre,Netherlands,DL,1,1,ok
RA3,Rural centre,Netherlands,UL,1,1,ok
RA3,Rural centre,Poland,NU,1,1,ok
RA3,Rural centre,Poland,DL,1,1,ok
RA3,Rural centre,Poland,UL,1,1,ok
RA3,Rural centre,Spain,NU,1,1,ok
RA3,Rural centre,Spain,DL,F,,failed_phone_settings
RA3,Rural centre,Spain,UL,F,,failed_phone_settings
RA3,Rural centre,Switzerland,NU,1,1,ok
RA3,Rural centre,Switzerland,DL,1,1,ok
RA3,Rural centre,Switzerland,UL,1,1,ok
RA3,Rural centre,UK,NU,1,1,ok
RA3,Rural centre,UK,DL,1,1,ok
RA3,Rural centre,UK,UL,1,1,ok
RA3,Industrial area,Austria,NU,0,0,ok
RA3,Industrial area,Austria,DL,F,,failed_phone_settings
RA3,Industrial area,Austria,UL,F,,failed_phone_settings
RA3,Industrial area,Belgium,NU,1,1,ok
RA3,Industrial area,Belgium,DL,FT,,failed_low_throughput
RA3,Industrial area,Belgium,UL,1,1,ok
RA3,Industrial area,France,NU,0,0,ok
RA3,Industrial area,France,DL,0,0,ok
RA3,Industrial area,France,UL,0,0,ok
RA3,Industrial area,Hungary,NU,1,1,ok
RA3,Industrial area,Hungary,DL,1,1,ok
RA3,Industrial area,Hungary,UL,1,1,ok
RA3,Industrial area,Italy,NU,0,0,ok
RA3,Industrial area,Italy,DL,0,0,ok
RA3,Industrial area,Italy,UL,0,0,ok
RA3,Industrial area,Netherlands,NU,0,0,ok
RA3,Industrial area,Netherlands,DL,0,0,ok
RA3,Industrial area,Netherlands,UL,0,0,ok
RA3,Industrial area,Poland,NU,0,0,ok
RA3,Industrial area,Poland,DL,0,0,ok
RA3,Industrial area,Poland,UL,0,0,ok
RA3,Industrial area,Spain,NU,1,1,ok
RA3,Industrial area,Spain,DL,F,,failed_phone_settings
RA3,Industrial area,Spain,UL,F,,failed_phone_settings
RA3,Industrial area,Switzerland,NU,1,1,ok
RA3,Industrial area,Switzerland,DL,1,1,ok
RA3,Industrial area,Switzerland,UL,1,1,ok
RA3,Industrial area,UK,NU,0,0,ok
RA3,Industrial area,UK,DL,0,0,ok
RA3,Industrial area,UK,UL,0,0,ok
RA3,Rural residential,Austria,NU,1,1,ok
RA3,Rural residential,Austria,DL,F,,failed_phone_settings
RA3,Rural residential,Austria,UL,F,,failed_phone_settings
RA3,Rural residential,Belgium,NU,1,1,ok
RA3,Rural residential,Belgium,DL,1,1,ok
RA3,Rural residential,Belgium,UL,FT,,failed_low_throughput
RA3,Rural residential,France,NU,1,1,ok
RA3,Rural residential,France,DL,1,1,ok
RA3,Rural residential,France,UL,1,1,ok
RA3,Rural residential,Hungary,NU,1,1,ok
RA3,Rural residential,Hungary,DL,1,1,ok
RA3,Rural residential,Hungary,UL,1,1,ok
RA3,Rural residential,Italy,NU,1,1,ok
RA3,Rural residential,Italy,DL,1,1,ok
RA3,Rural residential,Italy,UL,1,1,ok
RA3,Rural residential,Netherlands,NU,2ǂ,,not_reported
RA3,Rural residential,Netherlands,DL,1,1,ok
RA3,Rural residential,Netherlands,UL,1,1,ok
RA3,Rural residential,Poland,NU,1,1,ok
RA3,Rural residential,Poland,DL,1,1,ok
RA3,Rural residential,Poland,UL,1,1,ok
RA3,Rural residential,Spain,NU,1,1,ok
RA3,Rural residential,Spain,DL,F,,failed_phone_settings
RA3,Rural residential,Spain,UL,F,,failed_phone_settings
RA3,Rural residential,Switzerland,NU,1,1,ok
RA3,Rural residential,Switzerland,DL,1,1,ok
RA3,Rural residential,Switzerland,UL,1,1,ok
RA3,Rural residential,UK,NU,1,1,ok
RA3,Rural residential,UK,DL,1,1,ok
RA3,Rural residential,UK,UL,1,1,ok
RA3,Rural park,Austria,NU,0,0,ok
RA3,Rural park,Austria,DL,F,,failed_phone_settings
RA3,Rural park,Austria,UL,F,,failed_phone_settings
RA3,Rural park,Belgium,NU,1,1,ok
RA3,Rural park,Belgium,DL,1,1,ok
RA3,Rural park,Belgium,UL,1,1,ok
RA3,Rural park,France,NU,1,1,ok
RA3,Rural park,France,DL,1,1,ok
RA3,Rural park,France,UL,1,1,ok
RA3,Rural park,Hungary,NU,1,1,ok
RA3,Rural park,Hungary,DL,1,1,ok
RA3,Rural park,Hungary,UL,1,1,ok
RA3,Rural park,Italy,NU,1,1,ok
RA3,Rural park,Italy,DL,1,1,ok
RA3,Rural park,Italy,UL,1,1,ok
RA3,Rural park,Netherlands,NU,1,1,ok
RA3,Rural park,Netherlands,DL,1,1,ok
RA3,Rural park,Netherlands,UL,1,1,ok
RA3,Rural park,Poland,NU,1,1,ok
RA3,Rural park,Poland,DL,1,1,ok
RA3,Rural park,Poland,UL,1,1,ok
RA3,Rural park,Spain,NU,1,1,ok
RA3,Rural park,Spain,DL,F,,failed_phone_settings
RA3,Rural park,Spain,UL,F,,failed_phone_settings
RA3,Rural park,Switzerland,NU,1,1,ok
RA3,Rural park,Switzerland,DL,1,1,ok
RA3,Rural park,Switzerland,UL,1,1,ok
RA3,Rural park,UK,NU,1,1,ok
RA3,Rural park,UK,DL,2,2,ok
RA3,Rural park,UK,UL,1,1,ok
RA3,Rural school,Austria,NU,1,1,ok
RA3,Rural school,Austria,DL,F,,failed_phone_settings
RA3,Rural school,Austria,UL,F,,failed_phone_settings
RA3,Rural school,Belgium,NU,1,1,ok
RA3,Rural school,Belgium,DL,1,1,ok
RA3,Rural school,Belgium,UL,1,1,ok
RA3,Rural school,France,NU,0,0,ok
RA3,Rural school,France,DL,0,0,ok
RA3,Rural school,France,UL,0,0,ok
RA3,Rural school,Hungary,NU,1,1,ok
RA3,Rural school,Hungary,DL,1,1,ok
RA3,Rural school,Hungary,UL,1,1,ok
RA3,Rural school,Italy,NU,0,0,ok
RA3,Rural school,Italy,DL,0,0,ok
RA3,Rural school,Italy,UL,0,0,ok
RA3,Rural school,Netherlands,NU,0,0,ok
RA3,Rural school,Netherlands,DL,0,0,ok
RA3,Rural school,Netherlands,UL,0,0,ok
RA3,Rural school,Poland,NU,1,1,ok
RA3,Rural school,Poland,DL,1,1,ok
RA3,Rural school,Poland,UL,1,1,ok
RA3,Rural school,Spain,NU,0,0,ok
RA3,Rural school,Spain,DL,F,,failed_phone_settings
RA3,Rural school,Spain,UL,F,,failed_phone_settings
RA3,Rural school,Switzerland,NU,0,0,ok
RA3,Rural school,Switzerland,DL,0,0,ok
RA3,Rural school,Switzerland,UL,0,0,ok
RA3,Rural school,UK,NU,0,0,ok
RA3,Rural school,UK,DL,0,0,ok
RA3,Rural school,UK,UL,0,0,ok
RA3,Shopping centre,Austria,NU,0,0,ok
RA3,Shopping centre,Austria,DL,F,,failed_phone_settings
RA3,Shopping centre,Austria,UL,F,,failed_phone_settings
RA3,Shopping centre,Belgium,NU,0,0,ok
RA3,Shopping centre,Belgium,DL,0,0,ok
RA3,Shopping centre,Belgium,UL,0,0,ok
RA3,Shopping centre,France,NU,1,1,ok
RA3,Shopping centre,France,DL,1,1,ok
RA3,Shopping centre,France,UL,1,1,ok
RA3,Shopping centre,Hungary,NU,0,0,ok
RA3,Shopping centre,Hungary,DL,0,0,ok
RA3,Shopping centre,Hungary,UL,0,0,ok
RA3,Shopping centre,Italy,NU,0,0,ok
RA3,Shopping centre,Italy,DL,0,0,ok
RA3,Shopping centre,Italy,UL,0,0,ok
RA3,Shopping centre,Netherlands,NU,0,0,ok
RA3,Shopping centre,Netherlands,DL,0,0,ok
RA3,Shopping centre,Netherlands,UL,0,0,ok
RA3,Shopping centre,Poland,NU,1,1,ok
RA3,Shopping centre,Poland,DL,0,0,ok
RA3,Shopping centre,Poland,UL,0,0,ok
RA3,Shopping centre,Spain,NU,0,0,ok
RA3,Shopping centre,Spain,DL,F,,failed_phone_settings
RA3,Shopping centre,Spain,UL,F,,failed_phone_settings
RA3,Shopping centre,Switzerland,NU,1,1,ok
RA3,Shopping centre,Switzerland,DL,0,0,ok
RA3,Shopping centre,Switzerland,UL,0,0,ok
RA3,Shopping centre,UK,NU,0,0,ok
RA3,Shopping centre,UK,DL,0,0,ok
RA3,Shopping centre,UK,UL,0,0,ok
RA3,Bus station,Austria,NU,0,0,ok
RA3,Bus station,Austria,DL,F,,failed_phone_settings
RA3,Bus station,Austria,UL,F,,failed_phone_settings
RA3,Bus station,Belgium,NU,1,1,ok
RA3,Bus station,Belgium,DL,0,0,ok
RA3,Bus station,Belgium,UL,0,0,ok
RA3,Bus station,France,NU,1,1,ok
RA3,Bus station,France,DL,1,1,ok
RA3,Bus station,France,UL,1,1,ok
RA3,Bus station,Hungary,NU,1,1,ok
RA3,Bus station,Hungary,DL,0,0,ok
RA3,Bus station,Hungary,UL,0,0,ok
RA3,Bus station,Italy,NU,0,0,ok
RA3,Bus station,Italy,DL,0,0,ok
RA3,Bus station,Italy,UL,0,0,ok
RA3,Bus station,Netherlands,NU,1,1,ok
RA3,Bus station,Netherlands,DL,0,0,ok
RA3,Bus station,Netherlands,UL,0,0,ok
RA3,Bus station,Poland,NU,1,1,ok
RA3,Bus station,Poland,DL,1,1,ok
RA3,Bus station,Poland,UL,1,1,ok
RA3,Bus station,Spain,NU,0,0,ok
RA3,Bus station,Spain,DL,F,,failed_phone_settings
RA3,Bus station,Spain,UL,F,,failed_phone_settings
RA3,Bus station,Switzerland,NU,1,1,ok
RA3,Bus station,Switzerland,DL,0,0,ok
RA3,Bus station,Switzerland,UL,0,0,ok
RA3,Bus station,UK,NU,1,1,ok
RA3,Bus station,UK,DL,0,0,ok
RA3,Bus station,UK,UL,0,0,ok
RA3,Train station,Austria,NU,0,0,ok
RA3,Train station,Austria,DL,F,,failed_phone_settings
RA3,Train station,Austria,UL,F,,failed_phone_settings
RA3,Train station,Belgium,NU,1,1,ok
RA3,Train station,Belgium,DL,0,0,ok
RA3,Train station,Belgium,UL,0,0,ok
RA3,Train station,France,NU,1,1,ok
RA3,Train station,France,DL,1,1,ok
RA3,Train station,France,UL,1,1,ok
RA3,Train station,Hungary,NU,0,0,ok
RA3,Train station,Hungary,DL,0,0,ok
RA3,Train station,Hungary,UL,0,0,ok
RA3,Train station,Italy,NU,0,0,ok
RA3,Train station,Italy,DL,0,0,ok
RA3,Train station,Italy,UL,0,0,ok
RA3,Train station,Netherlands,NU,0,0,ok
RA3,Train station,Netherlands,DL,0,0,ok
RA3,Train station,Netherlands,UL,0,0,ok
RA3,Train station,Poland,NU,0,0,ok
RA3,Train station,Poland,DL,0,0,ok
RA3,Train station,Poland,UL,0,0,ok
RA3,Train station,Spain,NU,1,1,ok
RA3,Train station,Spain,DL,F,,failed_phone_settings
RA3,Train station,Spain,UL,F,,failed_phone_settings
RA3,Train station,Switzerland,NU,1,1,ok
RA3,Train station,Switzerland,DL,0,0,ok
RA3,Train station,Switzerland,UL,0,0,ok
RA3,Train station,UK,NU,0,0,ok
RA3,Train station,UK,DL,0,0,ok
RA3,Train station,UK,UL,0,0,ok
RA3,Bus,Austria,NU,1,1,ok
RA3,Bus,Austria,DL,F,,failed_phone_settings
RA3,Bus,Austria,UL,F,,failed_phone_settings
RA3,Bus,Belgium,NU,1,1,ok
RA3,Bus,Belgium,DL,0,0,ok
RA3,Bus,Belgium,UL,0,0,ok
RA3,Bus,France,NU,1,1,ok
RA3,Bus,France,DL,1,1,ok
RA3,Bus,France,UL,1,1,ok
RA3,Bus,Hungary,NU,2,2,ok
RA3,Bus,Hungary,DL,1,1,ok
RA3,Bus,Hungary,UL,1,1,ok
RA3,Bus,Italy,NU,0,0,ok
RA3,Bus,Italy,DL,0,0,ok
RA3,Bus,Italy,UL,0,0,ok
RA3,Bus,Netherlands,NU,1,1,ok
RA3,Bus,Netherlands,DL,0,0,ok
RA3,Bus,Netherlands,UL,0,0,ok
RA3,Bus,Poland,NU,0,0,ok
RA3,Bus,Poland,DL,0,0,ok
RA3,Bus,Poland,UL,0,0,ok
RA3,Bus,Spain,NU,0,0,ok
RA3,Bus,Spain,DL,F,,failed_phone_settings
RA3,Bus,Spain,UL,F,,failed_phone_settings
RA3,Bus,Switzerland,NU,1,1,ok
RA3,Bus,Switzerland,DL,1,1,ok
RA3,Bus,Switzerland,UL,1,1,ok
RA3,Bus,UK,NU,2,2,ok
RA3,Bus,UK,DL,1,1,ok
RA3,Bus,UK,UL,2,2,ok
RA3,Train,Austria,NU,0,0,ok
RA3,Train,Austria,DL,F,,failed_phone_settings
RA3,Train,Austria,UL,F,,failed_phone_settings
RA3,Train,Belgium,NU,1,1,ok
RA3,Train,Belgium,DL,1,1,ok
RA3,Train,Belgium,UL,1,1,ok
RA3,Train,France,NU,1,1,ok
RA3,Train,France,DL,1,1,ok
RA3,Train,France,UL,1,1,ok
RA3,Train,Hungary,NU,2,2,ok
RA3,Train,Hungary,DL,1,1,ok
RA3,Train,Hungary,UL,1,1,ok
RA3,Train,Italy,NU,0,0,ok
RA3,Train,Italy,DL,0,0,ok
RA3,Train,Italy,UL,0,0,ok
RA3,Train,Netherlands,NU,0,0,ok
RA3,Train,Netherlands,DL,0,0,ok
RA3,Train,Netherlands,UL,0,0,ok
RA3,Train,Poland,NU,0,0,ok
RA3,Train,Poland,DL,0,0,ok
RA3,Train,Poland,UL,0,0,ok
RA3,Train,Spain,NU,0,0,ok
RA3,Train,Spain,DL,F,,failed_phone_settings
RA3,Train,Spain,UL,F,,failed_phone_settings
RA3,Train,Switzerland,NU,0,0,ok
RA3,Train,Switzerland,DL,0,0,ok
RA3,Train,Switzerland,UL,0,0,ok
RA3,Train,UK,NU,0,0,ok
RA3,Train,UK,DL,0,0,ok
RA3,Train,UK,UL,0,0,ok
